,Hostname,Letter,Earth Radii,Earth Masses,Density (g/m^3),Semi-Major Axis,Orbital Period,Eccentricity,Spectral Type,Star Radius,Star Temperature,Star Mass,Planet Type
21741,Kepler-1521,b,2.45,,,,,,,0.7,5013.0,,icy
21742,Kepler-1521,b,6.46,,,0.2579,47.14840805,0.0,,1.95,5089.0,1.03,gassy
21743,Kepler-1522,b,,,,,1.84788444,,,1.15,5676.14,1.01,?
21744,Kepler-1522,b,1.51,,,0.0288,1.84789274,0.0,,0.84,5763.0,0.94,rocky
21745,Kepler-1086,c,,,,,161.515617,,,0.62,4484.48,0.7,?
21746,Kepler-121,b,2.47,,,0.0389,3.17741442,0.0,,0.72,5316.0,0.77,icy
21747,Kepler-1526,b,,,,,3.9086427,,,0.71,4549.0,0.72,?
21748,Kepler-1526,b,,,,,3.90863457,,,0.71,4549.0,0.72,?
21749,K2-268,b,1.41,,,0.0308,2.151894,,,0.78,5068.0,0.84,rocky
21750,K2-350,b,1.54,,,,4.163873,,,1.04,5789.0,0.98,rocky
21751,K2-268,c,2.69,,,0.0819,9.326841,,,0.78,5068.0,0.84,icy
21752,K2-268,c,3.1,,,,9.3261,,,0.78,,,icy
21753,K2-268,c,3.63,,,,9.32705,,,0.77,,,icy
21754,K2-350,c,,,,,19.991,,,0.98,5799.0,1.04,?
21755,K2-351,b,3.03,,,,7.80692,,,1.1,,,icy
21756,Kepler-103,b,3.476,,,,15.965316,0.03,,1.56,5895.0,1.07,icy
21757,Kepler-109,b,2.338,,,,6.481637,0.21,,1.4,5953.0,1.09,icy
21758,Kepler-109,b,2.64,,,0.069,6.481674,0.0,,1.43,5871.0,1.06,icy
21759,Kepler-109,b,2.29,,,0.069,6.48162809,0.0,,1.32,5952.0,1.04,icy
21760,Kepler-96,b,2.67,8.46,2.26,,16.2385,,,1.02,5690.0,1.0,icy
21761,KOI-142,b,,,,,10.95307834,,,0.96,5368.85,0.93,?
21762,Kepler-100,c,2.355,,,,,,,1.53,5854.0,,icy
21763,Kepler-100,c,2.26,,,0.109,12.81590421,0.0,,1.47,5788.0,1.05,icy
21764,Kepler-11,c,2.88,,,0.108,13.024877,0.0,,1.06,5685.0,0.98,icy
21765,Kepler-20,c,3.03,,,0.0919,10.85409783,0.0,,0.93,5465.0,0.88,icy
21766,Kepler-477,b,,,,,11.1199158,,,0.69,5122.63,,?
21767,Kepler-399,b,1.01,,,0.1034,14.42525565,0.0,,0.68,5500.0,0.71,rocky
21768,Kepler-126,c,1.58,,,0.162,21.869741,,,1.36,6239.0,,rocky
21769,Kepler-126,c,1.62,,,,21.86967617,,,1.35,6311.0,1.18,rocky
21770,Kepler-400,c,,,,,17.34090106,,,,5915.11,,?
21771,Kepler-400,c,1.5,,,0.1343,17.34088462,0.0,,1.15,6099.0,1.07,rocky
21772,Kepler-401,c,2.26,,,,47.3183002,,,1.29,6184.0,1.17,icy
21773,Kepler-433,b,8.1,,,0.06,5.3340867,0.0,,1.14,6045.0,1.02,gassy
21774,Kepler-526,b,,,,,5.45849914,,,1.52,5724.56,1.02,?
21775,Kepler-528,b,2.28,,,,,,,1.19,5724.0,,icy
21776,Kepler-528,b,,,,,19.78299949,,,1.28,5585.22,0.99,?
21777,Kepler-141,c,1.63,,,,7.01062745,,,0.79,4996.0,0.84,rocky
21778,Kepler-141,c,,,,,7.01063581,,,0.85,4847.2,0.79,?
21779,Kepler-141,c,38.6,,,0.0703,7.01062745,0.0,,18.94,4173.0,0.94,gassy
21780,Kepler-141,c,,,,,7.0106324,,,0.85,4847.2,0.79,?
21781,Kepler-112,b,2.43,,,,8.40887695,,,0.86,5630.0,0.89,icy
21782,Kepler-112,b,,,,,8.40887487,,,0.98,5544.25,0.98,?
21783,Kepler-138,d,1.859,,,,,,,0.55,3871.0,0.59,rocky
21784,Kepler-138,d,1.2,,,,23.0889203,0.01,,0.45,3726.0,0.47,rocky
21785,Kepler-101,b,4.36,,,0.0468,3.48768943,0.0,,1.21,5761.0,1.12,icy
21786,Kepler-11,g,3.567,,,,,,,1.1,5763.0,,icy
21787,Kepler-51,d,10.0,,,0.51,130.1831,0.0,,0.94,6018.0,1.04,gassy
21788,Kepler-209,c,,,,,41.74934819,,,0.96,5463.31,0.96,?
21789,Kepler-229,d,3.3,,,0.216,41.19274,0.0,,0.7,5099.0,0.79,icy
21790,Kepler-51,d,10.74,,,0.5121,130.17746603,0.0,,0.97,6046.0,1.05,gassy
21791,Kepler-30,b,3.6,63.566,,0.18,29.329,,,0.95,5498.0,0.99,icy
21792,Kepler-402,e,,,,,11.2427293,,,1.09,6223.39,1.2,?
21793,Kepler-402,d,1.164,,,,,,,1.1,6119.0,,rocky
21794,Kepler-403,c,1.89,,,,54.2812031,,,1.45,6209.0,1.25,rocky
21795,Kepler-1580,b,2.11,,,,56.6449279,,,2.15,6228.0,1.47,rocky
21796,Kepler-1580,b,,,,,56.644452,,,2.58,6130.0,1.16,?
21797,Kepler-1582,b,0.77,,,0.0285,4.83817712,0.0,,0.16,3089.0,0.13,rocky
21798,Kepler-1583,b,0.58,,,0.0866,9.32807355,0.0,,0.9,5806.0,1.0,rocky
21799,Kepler-1584,b,1.61,,,,13.3997099,,,1.13,6069.0,1.1,rocky
21800,Kepler-142,c,,,,,4.76170534,,,1.12,5812.0,1.04,?
21801,Kepler-142,c,2.78,,,0.0542,4.76170526,0.0,,1.24,5726.0,0.93,icy
21802,Kepler-30,b,1.91,,,0.1847,29.1598615,0.0,,0.87,5485.0,0.99,rocky
21803,Kepler-391,c,4.15,,,,20.4854403,,,3.33,5111.0,1.03,icy
21804,Kepler-1585,b,,,,,3.58274625,,,0.75,5183.0,0.88,?
21805,Kepler-1586,b,,,,,15.60481412,,,1.07,6190.32,1.19,?
21806,Kepler-1586,b,1.95,,,0.13,15.6049212,0.0,,2.11,6245.0,1.2,rocky
21807,Kepler-1586,b,1.95,,,0.13,15.6049212,0.0,,2.11,6245.0,1.2,rocky
21808,Kepler-1527,b,3.26,,,0.5756,160.129918,0.0,,0.92,6075.0,0.99,icy
21809,Kepler-1529,b,,,,,5.33906237,,,0.76,4901.0,0.8,?
21810,Kepler-154,e,1.652,,,,,,,1.07,5666.0,,rocky
21811,Kepler-19,d,,22.5,,,62.95,0.05,,0.86,5544.0,0.94,?
21812,HIP 65426,b,16.814,2860.47,,92.0,,,A2 V,1.77,8840.0,1.96,gassy
21813,Kepler-433,b,7.93,,,0.06,5.33408346,0.0,,1.11,6057.0,1.01,gassy
21814,Kepler-433,b,13.08,,,0.0665,5.33408243,0.0,,1.91,6332.0,1.37,gassy
21815,Kepler-276,b,2.56,,,,,,,0.91,5693.0,,icy
21816,Kepler-726,b,2.874,,,,,,,0.78,5493.0,,icy
21817,Kepler-1398,b,0.96,,,,,,,1.3,5969.0,,rocky
21818,Kepler-1254,b,1.464,,,,,,,0.7,4826.0,,rocky
21819,Kepler-238,e,9.304,,,,,,,1.63,5800.0,,gassy
21820,Kepler-1430,b,1.03,,,0.0304,2.46050993,0.0,,0.63,4811.0,0.62,rocky
21821,Kepler-1463,b,2.268,,,,,,,1.2,5978.0,,icy
21822,Kepler-1463,b,1.83,,,0.1694,25.15864,0.0,,0.94,5973.0,1.02,rocky
21823,Kepler-274,c,,,,,33.1981761,,,1.31,5668.23,1.01,?
21824,Kepler-1466,b,,,,,31.1749846,,,1.02,5651.02,1.0,?
21825,Kepler-1467,b,3.075,,,,,,,0.8,5290.0,,icy
21826,Kepler-255,d,1.32,,,,1.04562266,,,0.86,5431.0,0.9,rocky
21827,Kepler-296,e,1.09,,,,34.14189,,,0.37,3558.0,0.38,rocky
21828,Kepler-174,d,2.22,,,0.652,247.3503,0.0,,0.61,4565.0,0.6,icy
21829,Kepler-605,c,,,,,2.3589524,,,0.85,5432.54,0.95,?
21830,Kepler-610,c,,,,,151.86547622,,,0.94,5581.0,0.99,?
21831,Kepler-191,b,1.34,,,0.087,9.939632,,,0.79,5282.0,,rocky
21832,Kepler-192,d,1.161,,,,,,,0.99,5527.0,,rocky
21833,Kepler-192,d,0.91,,,0.066,6.47052,0.0,,0.8,5524.0,0.91,rocky
21834,Kepler-192,d,0.89,,,0.0654,6.47027579,0.0,,0.81,5543.0,0.89,rocky
21835,Kepler-194,d,,,,,52.81502997,,,1.07,5731.0,1.02,?
21836,Kepler-1498,b,1.33,,,,48.051405,,,0.81,5256.0,0.86,rocky
21837,Kepler-1430,b,1.03,,,0.0304,2.46050993,0.0,,0.63,4811.0,0.62,rocky
21838,Kepler-1431,b,1.45,,,0.0648,5.8660127,0.0,,1.04,6020.0,1.05,rocky
21839,Kepler-1431,b,,,,,5.8660127,,,1.39,5639.91,1.0,?
21840,Kepler-1433,b,1.33,,,0.0523,4.13592271,0.0,,1.04,6164.0,1.11,rocky
21841,Kepler-1434,b,1.09,,,0.084,8.05334,0.0,,1.55,6354.0,1.23,rocky
21842,Kepler-1434,b,1.28,,,0.0894,8.05337912,0.0,,2.06,6231.0,1.47,rocky
21843,Kepler-1437,b,1.32,,,0.0954,10.9295461,0.0,,0.87,5796.0,0.97,rocky
21844,K2-265,b,,,,,2.36840828,,,0.93,5394.0,0.94,?
21845,Kepler-138,c,1.751,,,,,,,0.55,3871.0,0.59,rocky
21846,Kepler-964,b,2.12,,,,13.5225106,,,0.84,5427.0,0.93,rocky
21847,Kepler-290,b,2.12,,,,14.58932462,,,0.75,4958.0,0.79,rocky
21848,Kepler-195,c,1.751,,,,,,,0.81,5232.0,,rocky
21849,Kepler-619,c,1.534,,,,,,,0.9,5816.0,,rocky
21850,Kepler-197,e,,,,,25.21086086,,,1.21,5963.52,1.09,?
21851,Kepler-1481,b,1.23,,,,5.94220998,,,0.75,4908.0,0.8,rocky
21852,Kepler-1483,b,1.07,,,0.0899,9.5085156,0.0,,1.01,6328.0,1.07,rocky
21853,Kepler-1484,b,2.3,,,0.1939,30.4549136,0.0,,0.98,6283.0,1.05,icy
21854,Kepler-1485,b,,,,,19.91586679,,,1.28,5993.0,1.1,?
21855,Kepler-920,c,4.05,,,0.425,100.8274113,0.0,,0.9,5638.0,1.0,icy
21856,Kepler-450,b,6.29,,,,,,,1.63,6298.0,,gassy
21857,Kepler-188,b,1.574,,,,,,,1.05,5706.0,,rocky
21858,Kepler-750,b,3.313,,,,,,,1.4,5948.0,,icy
21859,Kepler-1330,b,3.0,,,,,,,1.77,5478.0,,icy
21860,Kepler-789,b,3.407,,,,,,,1.73,5688.0,,icy
21861,Kepler-640,b,2.847,,,,,,,0.99,5600.0,,icy
21862,Kepler-1159,b,2.186,,,,,,,1.26,6177.0,,rocky
21863,Kepler-1439,b,1.3,,,0.0579,8.07392849,0.0,,0.38,3471.0,0.4,rocky
21864,Kepler-1452,b,,,,,42.91411148,,,2.2,5892.3,1.07,?
21865,Kepler-1452,b,3.19,,,0.2697,42.9136635,0.0,,2.48,6049.0,1.42,icy
21866,Kepler-1453,b,2.74,,,0.262,47.1611696,0.0,,0.96,5936.0,1.07,icy
21867,Kepler-438,b,0.98,,,0.1648,35.23318,0.0,,0.46,3688.0,0.48,rocky
21868,Kepler-1457,b,,,,,51.11000858,,,1.25,5841.0,1.05,?
21869,Kepler-1457,b,1.6,,,0.2668,51.1104797,0.0,,0.88,5968.0,0.97,rocky
21870,Kepler-1458,b,2.93,,,0.2495,47.9872764,0.0,,0.98,5641.0,0.9,icy
21871,Kepler-449,c,1.97,,,,33.67276962,,,1.51,5654.0,1.02,rocky
21872,Kepler-1098,b,1.477,,,,,,,1.21,5580.0,,rocky
21873,Kepler-676,b,3.144,,,,,,,0.56,3691.0,,icy
21874,Kepler-37,d,1.917,,,,,,,0.79,5348.0,,rocky
21875,Kepler-316,c,1.598,,,,,,,0.68,4200.0,,rocky
21876,Kepler-126,d,2.716,,,,,,,1.4,6270.0,,icy
21877,Kepler-340,c,3.055,,,,,,,1.68,6620.0,,icy
21878,Kepler-549,c,2.99,,,0.4416,117.040498,0.0,,0.86,5467.0,0.84,icy
21879,Kepler-157,d,,,,,7.02573812,,,1.13,5727.26,1.02,?
21880,Kepler-920,c,4.35,,,0.4029,100.8276725,0.0,,0.98,5301.0,0.86,icy
21881,Kepler-920,c,,,,,100.8276725,,,0.95,5340.0,0.92,?
21882,Kepler-867,b,6.516,,,,,,,1.34,5599.0,,gassy
21883,Kepler-368,c,4.51,,,,,,,2.13,5459.0,,icy
21884,Kepler-62,f,1.41,35.0,,0.718,267.291,,K2 V,0.64,4925.0,0.69,rocky
21885,Kepler-62,f,1.461,,,,267.29,,,0.66,5062.0,0.76,rocky
21886,Kepler-154,c,2.95,,,0.303,62.303276,,,1.0,5690.0,,icy
21887,Kepler-154,c,,,,,62.3026877,,,1.05,5740.0,1.03,?
21888,Kepler-368,c,1.42,,,0.3115,72.381301,0.0,,0.75,5501.0,0.77,rocky
21889,Kepler-1541,b,1.061,,,,,,,0.83,5210.0,,rocky
21890,Kepler-1541,b,,,,,8.40693068,,,0.8,5301.74,0.91,?
21891,Kepler-1542,c,,,,,2.89222871,,,1.15,5611.29,0.99,?
21892,Kepler-1460,b,1.89,,,0.1614,29.9633247,0.0,,0.64,4463.0,0.62,rocky
21893,Kepler-274,b,1.92,,,,11.634864,,,1.1,5954.0,1.08,rocky
21894,Kepler-157,d,1.52,,,0.072,7.025763,0.0,,0.92,5969.0,1.03,rocky
21895,Kepler-157,d,,,,,7.0257409,,,1.13,5727.26,1.02,?
21896,Kepler-164,b,,,,,5.03505665,,,1.02,6095.0,1.14,?
21897,Kepler-169,b,1.3,,,0.0407,3.25058053,0.0,,0.94,5173.0,0.85,rocky
21898,Kepler-169,b,1.19,,,0.04,3.25058201,0.0,,0.76,5001.0,0.81,rocky
21899,Kepler-169,d,,,,,8.34820746,,,0.77,4930.0,0.81,?
21900,Kepler-169,f,,,,,87.0912594,,,0.77,4930.0,0.81,?
21901,Kepler-171,d,,,,,39.6034,,,1.0,5521.0,0.97,?
21902,Kepler-172,e,3.287,,,,,,,1.06,5613.0,,icy
21903,Kepler-1469,b,,,,,21.8634638,,,0.9,5200.0,0.88,?
21904,Kepler-181,b,1.27,,,0.04,3.137873,,,0.75,5333.0,,rocky
21905,Kepler-213,b,1.31,,,,2.46234217,,,1.0,5744.0,1.07,rocky
21906,Kepler-311,c,1.48,,,,19.7383913,,,1.13,6009.0,1.08,rocky
21907,Kepler-1542,c,,,,,2.89223998,,,1.15,5611.29,0.99,?
21908,Kepler-1544,b,1.83,,,0.54,168.811174,0.0,,0.76,4893.0,0.73,rocky
21909,Kepler-1545,b,2.825,,,,,,,0.87,4986.0,,icy
21910,Kepler-1500,b,,,,,15.0330623,,,1.3,5923.0,1.08,?
21911,Kepler-1501,b,1.38,,,0.124,14.5564533,0.0,,1.19,6425.0,1.2,rocky
21912,Kepler-1502,b,,,,,41.7084063,,,1.72,6739.0,1.44,?
21913,Kepler-1503,b,,,,,96.16900198,,,1.23,4789.85,0.77,?
21914,Kepler-1508,b,0.98,,,0.138,20.7056504,0.0,,0.92,5746.0,0.82,rocky
21915,Kepler-1508,b,0.98,,,0.138,20.7056504,0.0,,0.92,5746.0,0.82,rocky
21916,Kepler-522,b,6.91,,,,38.58422849,,,1.98,6392.0,1.54,gassy
21917,Kepler-161,b,2.29,,,,4.92135468,,,0.81,5147.0,0.86,icy
21918,Kepler-203,c,2.37,,,,5.37064587,,,1.03,5794.0,1.0,icy
21919,Kepler-32,c,2.37,,,,8.75210645,,,0.54,3903.0,0.57,icy
21920,Kepler-296,f,1.23,,,0.2253,63.3366606,0.0,,0.37,3517.0,0.38,rocky
21921,Kepler-1470,b,,,,,16.29501586,,,0.8,4882.0,0.8,?
21922,Kepler-1471,b,1.41,,,,3.63899398,,,0.93,5660.0,0.95,rocky
21923,Kepler-1471,b,1.262,,,,,,,0.88,5536.0,,rocky
21924,Kepler-1472,b,,,,,38.1303324,,,1.46,6083.0,1.14,?
21925,Kepler-1473,b,1.15,,,0.116,14.4273551,0.0,,1.04,5929.0,1.0,rocky
21926,Kepler-1475,b,,,,,82.17587878,,,1.21,6084.0,1.14,?
21927,Kepler-1476,b,,,,,10.35856873,,,0.84,5472.0,0.96,?
21928,Kepler-1477,b,,,,,11.55532445,,,1.04,5064.0,0.85,?
21929,Kepler-401,b,1.69,,,,14.38338734,,,1.29,6184.0,1.17,rocky
21930,Kepler-1558,b,0.68,,,,3.50470358,,,0.79,5101.0,0.83,rocky
21931,Kepler-697,b,4.13,,,,3.70987065,,,0.88,5513.0,0.92,icy
21932,Kepler-330,b,1.32,,,,8.25981532,,,0.76,5033.0,0.79,rocky
21933,Kepler-1214,b,2.36,,,,18.82634264,,,0.8,5130.0,0.85,icy
21934,Kepler-200,c,1.59,,,0.09,10.222157,,,0.94,5678.0,,rocky
21935,Kepler-200,c,,,,,10.22215697,,,0.99,5838.55,1.05,?
21936,Kepler-208,d,,,,,11.13168761,,,1.32,6000.9,1.11,?
21937,Kepler-1509,b,,,,,25.43359187,,,1.55,5832.0,1.05,?
21938,Kepler-1510,b,4.17,,,0.4089,84.704139,0.0,,1.63,6085.0,1.27,icy
21939,Kepler-1511,b,,,,,23.23853558,,,1.96,6684.51,1.41,?
21940,K2-270,c,,,,,4.4,,,0.83,4712.91,0.75,?
21941,Kepler-182,c,3.9,,,,20.68422311,,,1.23,6120.0,1.16,icy
21942,Kepler-307,c,2.79,,,,13.08424096,,,0.95,5514.0,0.94,icy
21943,NGTS-6,b,14.863,425.57437,0.711,0.01677,0.882059,0.0,,0.75,4730.0,0.77,gassy
21944,Kepler-310,b,1.25,,,,13.93072278,,,0.88,5551.0,0.91,rocky
21945,Kepler-1441,b,1.11,,,0.2201,39.4419839,0.0,,0.83,5749.0,0.91,rocky
21946,Kepler-134,c,1.63,,,0.0988,10.10575303,0.0,,1.53,6068.0,1.26,rocky
21947,Kepler-135,c,1.16,,,0.103,11.448708,,,1.27,6090.0,,rocky
21948,Kepler-208,d,,,,,11.1317901,,,1.32,6000.9,1.11,?
21949,Kepler-215,e,,,,,68.16179036,,,0.9,5697.97,1.01,?
21950,Kepler-215,e,1.8,,,0.324,68.1603,0.0,,1.07,5922.0,0.98,rocky
21951,Kepler-217,c,,,,,8.58586259,,,1.79,6658.99,1.4,?
21952,Kepler-220,d,0.949,,,,,,,0.71,4500.0,0.72,rocky
21953,Kepler-220,d,0.964,,,,,,,0.69,4665.0,,rocky
21954,Kepler-220,e,1.273,,,,,,,0.71,4500.0,0.72,rocky
21955,Kepler-220,e,1.25,,,,45.9027566,,,0.64,4591.0,0.65,rocky
21956,Kepler-220,e,1.18,,,0.2166,45.9029768,0.0,,0.64,4499.0,0.64,rocky
21957,Kepler-1490,b,3.023,,,,,,,0.77,5594.0,,icy
21958,Kepler-219,c,3.17,,,,,,,1.18,5873.0,,icy
21959,Kepler-299,c,2.685,,,,,,,1.0,5678.0,,icy
21960,Kepler-627,b,3.176,,,,,,,1.35,6006.0,,icy
21961,Kepler-1360,b,4.023,,,,,,,2.1,6438.0,,icy
21962,Kepler-1385,b,1.067,,,,,,,1.69,5727.0,,rocky
21963,Kepler-173,b,1.512,,,,,,,1.1,5941.0,,rocky
21964,Kepler-692,b,3.6,,,0.145,21.81293,0.0,,0.95,5535.0,0.85,icy
21965,Kepler-199,b,,,,,23.64210501,,,0.92,5698.3,1.01,?
21966,Kepler-199,b,3.8,,,0.161,23.636883,0.0,,1.16,5980.0,1.0,icy
21967,Kepler-631,b,2.18,,,0.133,17.97979059,0.0,,0.99,6397.0,0.97,rocky
21968,Kepler-110,b,2.39,,,,12.69105209,,,1.46,6056.0,1.15,icy
21969,Kepler-110,b,2.96,,,0.1091,12.69105209,0.0,,1.84,5887.0,1.07,icy
21970,Kepler-198,b,,,,,17.79001285,,,0.95,5569.29,0.98,?
21971,Kepler-198,b,2.7,,,0.1304,17.79001678,0.0,,0.93,5569.0,0.94,icy
21972,Kepler-576,b,4.06,,,0.1892,29.91136794,0.0,,1.22,5589.0,1.01,icy
21973,Kepler-157,c,,,,,13.54057461,,,1.13,5727.26,1.02,?
21974,Kepler-30,d,9.29,,,,143.2063518,,,0.86,5452.0,0.95,gassy
21975,Kepler-30,d,,,,,143.2063047,,,1.01,5006.6,0.83,?
21976,Kepler-4,b,4.125,23.83725,1.88,0.0449,3.213658,,,1.48,5857.0,1.17,icy
21977,Kepler-507,b,1.29,,,0.048,3.568065,0.0,,1.18,6040.0,1.16,rocky
21978,Kepler-120,c,2.038,,,,,,,0.73,4096.0,,rocky
21979,Kepler-11,d,3.358,,,,,,,1.1,5763.0,,icy
21980,Kepler-11,d,,,,,22.68710421,,,1.13,5820.0,1.05,?
21981,HIP 67522,b,10.07,,,,6.959503,0.059,,1.38,5675.0,1.22,gassy
21982,Kepler-127,d,,,,,48.630299,,,1.45,6066.19,1.13,?
21983,Kepler-127,c,2.389,,,,29.39344,0.03,,1.45,6066.19,1.13,icy
21984,Kepler-127,c,2.581,,,,,,,1.39,6125.0,,icy
21985,Kepler-479,b,,,,,12.49340725,,,0.77,5207.0,0.89,?
21986,K2-121,b,7.52,,,0.0629,5.1857539,,,0.67,4690.0,0.69,gassy
21987,K2-277,b,2.07,,,0.0675,6.326763,,,0.97,5741.0,1.02,rocky
21988,Kepler-65,c,2.58,,,0.068,5.859944,,,1.41,6211.0,1.25,icy
21989,Kepler-65,c,2.55,,,0.069,5.85993872,0.0,,1.42,6169.0,1.27,icy
21990,Kepler-170,b,2.94,,,0.08,7.93058775,0.0,,0.99,5655.0,1.08,icy
21991,Kepler-555,b,,,,,16.21775587,,,1.3,5901.0,1.07,?
21992,Kepler-170,b,,,,,7.93058352,,,1.04,5483.0,0.96,?
21993,Kepler-638,b,,,,,6.07972016,,,2.15,5342.68,0.92,?
21994,Kepler-701,b,3.09,,,0.0895,10.35533177,0.0,,0.92,5501.0,0.89,icy
21995,Kepler-557,b,5.153,,,,,,,2.2,6190.0,,icy
21996,Kepler-557,b,2.43,,,0.0469,3.70599166,0.0,,1.03,6187.0,1.0,icy
21997,Kepler-702,b,,,,,10.52629443,,,1.04,5171.07,0.88,?
21998,Kepler-171,b,2.34,,,0.05,4.166972,,,0.84,5642.0,,icy
21999,Kepler-704,b,2.61,,,,3.76182115,,,0.96,5616.0,0.97,icy
22000,Kepler-172,b,2.35,,,0.04,2.940309,,,1.08,5526.0,,icy
22001,Kepler-237,c,2.221,,,,,,,0.77,4897.0,,icy
22002,Kepler-172,b,,,,,2.94030482,,,1.09,5429.0,0.95,?
22003,Kepler-65,c,,,,,5.85993596,,,1.51,6149.0,1.17,?
22004,HATS-34,b,,,,,2.106161,,,0.98,5380.0,0.95,?
22005,Kepler-478,b,,,,,13.22175358,,,,4880.7,,?
22006,Kepler-114,c,1.7,,,,8.04133121,,,0.71,4660.0,0.77,rocky
22007,Kepler-23,c,,,,,10.74244253,,,1.53,5861.98,1.06,?
22008,Kepler-480,b,2.984,,,,,,,1.44,6231.0,,icy
22009,Kepler-480,b,2.43,,,0.06,4.9195838,0.0,,1.17,6495.0,1.19,icy
22010,Kepler-635,b,,,,,23.44964313,,,1.96,6296.98,1.23,?
22011,Kepler-695,b,,,,,3.04033427,,,1.15,4903.0,0.8,?
22012,Kepler-546,b,7.43,,,0.0502,4.14702026,0.0,,1.21,5818.0,0.98,gassy
22013,Kepler-169,e,2.3,,,,13.76708539,,,0.78,5070.0,0.84,icy
22014,Kepler-169,e,2.156,,,,,,,0.73,5046.0,,rocky
22015,Kepler-169,e,2.24,,,0.1046,13.76710058,0.0,,0.76,5001.0,0.81,icy
22016,Kepler-599,b,2.119,,,,,,,0.69,5177.0,,rocky
22017,Kepler-151,b,3.01,,,,15.22895698,,,0.84,5355.0,0.87,icy
22018,Kepler-151,b,,,,,15.22896598,,,0.81,5303.09,0.91,?
22019,KMT-2019-BLG-0371L,b,,3807.58432,,1.5,,,,,,0.09,gassy
22020,Kepler-122,b,2.34,,,0.064,5.766193,,,1.22,6050.0,,icy
22021,Kepler-114,b,,,,,5.18848874,,,0.7,4662.41,0.74,?
22022,Kepler-110,c,,,,,31.71977798,,,1.26,6032.33,1.12,?
22023,Kepler-113,b,2.164,,,,,,,0.75,4791.0,,rocky
22024,Kepler-113,b,2.07,,,0.05,4.753994,0.0,,0.69,4725.0,0.74,rocky
22025,Kepler-114,d,1.95,,,0.08358,11.77617931,,M0 V,0.54,3983.0,0.56,rocky
22026,Kepler-103,c,,,,,179.60783296,,,1.56,5895.0,1.07,?
22027,Kepler-104,d,,,,,51.75530801,,,1.05,5921.0,1.08,?
22028,Kepler-104,d,3.41,,,0.2539,51.75529576,0.0,,1.36,5755.0,0.81,icy
22029,Kepler-126,b,1.453,,,,,,,1.4,6270.0,,rocky
22030,Kepler-126,b,1.54,,,0.0994,10.49567752,0.0,,1.36,6239.0,1.19,rocky
22031,Kepler-42,b,0.87,,,0.0113,1.21377022,0.0,,0.17,3068.0,0.13,rocky
22032,KIC 5437945,c,6.1,,,0.721,220.1303357,0.0,,1.39,6340.0,1.03,gassy
22033,Kepler-493,b,11.42,,,0.0439,3.00387658,0.0,,1.17,6299.0,1.25,gassy
22034,Kepler-173,c,2.41,,,0.0725,8.00578366,0.0,,0.94,6032.0,0.79,icy
22035,Kepler-1545,b,2.71,,,0.5634,163.692349,0.0,,0.8,5334.0,0.89,icy
22036,Kepler-108,c,8.23,,,,190.3214,0.04,,,5584.26,,gassy
22037,Kepler-81,c,,,,,12.03987488,,,0.58,4500.0,0.71,?
22038,Kepler-247,d,5.0,,,0.1408,20.47735749,0.0,,0.79,5094.0,0.88,icy
22039,Kepler-210,b,2.91,,,,2.4532359,,,0.7,4588.0,0.77,icy
22040,Kepler-210,b,,,,,2.45323614,,,0.64,4564.61,0.72,?
22041,Kepler-83,d,1.94,,,0.051,5.169796,,,0.59,4648.0,,rocky
22042,Kepler-83,d,1.81,,,0.0477,5.16980995,0.0,,0.52,3893.0,0.54,rocky
22043,Kepler-293,b,,,,,19.25404056,,,0.87,5412.0,0.94,?
22044,Kepler-292,f,,,,,20.83419383,,,0.84,5193.0,0.88,?
22045,Kepler-290,c,2.7,,,0.205,36.77031,,,0.74,5147.0,,icy
22046,HD 77338,b,,15.9,,0.0614,5.7361,0.09,,0.88,5370.0,0.93,icy
22047,Kepler-51,c,6.1,,,0.3864,85.3165776,0.0,,0.97,6046.0,1.05,gassy
22048,Kepler-104,c,3.13,,,0.153,23.668205,,,1.35,5711.0,,icy
22049,Kepler-19,b,2.13,,,0.0833,9.28696883,0.0,,0.81,5543.0,0.89,rocky
22050,Kepler-489,b,7.72,,,,17.27629612,,,0.76,5014.0,0.82,gassy
22051,Kepler-489,b,,,,,17.27629755,,,0.73,4998.39,0.83,?
22052,Kepler-467,b,2.28,,,0.1686,24.99324193,0.0,,1.36,5747.0,1.02,icy
22053,Kepler-472,b,3.07,,,0.0483,4.17625419,0.0,,0.78,4957.0,0.87,icy
22054,Kepler-827,b,,,,,51.92916268,,,1.4,5565.0,0.98,?
22055,Kepler-827,b,5.14,,,0.2648,51.92927591,0.0,,0.83,5735.0,0.92,icy
22056,Kepler-289,c,18.6,,,0.518,125.86546,0.0,,1.64,6260.0,1.17,gassy
22057,Kepler-289,c,18.17,,,0.5166,125.86543389,0.0,,1.6,6279.0,1.16,gassy
22058,Kepler-889,b,1.1,,,0.0492,3.74443645,0.0,,1.29,5876.0,1.13,rocky
22059,Kepler-888,b,,,,,70.69870888,,,0.94,5820.63,1.05,?
22060,Kepler-249,d,,,,,15.36845737,,,0.51,3635.0,0.51,?
22061,Kepler-79,d,,,,,52.09080482,,,1.35,6298.14,1.24,?
22062,Kepler-79,d,5.7,,,0.2807,52.09081602,0.0,,1.04,6388.0,1.08,icy
22063,Kepler-106,e,,,,,43.84439721,,,1.06,5888.0,1.07,?
